id,name,ingredients,time,description,calories,protein,fat,sugar,sodium,carbs,meat_ingredients,is_vegetarian
67,bake in  oozy bread,"bacon, butter, real maple syrup, refrigerated buttermilk biscuits",35,"preheat oven to 375f place a medium skillet over medium-high heat and add bacon cook until crisp , about 8-10 minutes and reserve place a small saucepot over medium heat and add the maple syrup and the butter -- do not bring up to a boil cook until butter is melted , then turn the heat off and reserve butter or spray a 3x9-inch loaf pan pour a couple tablespoons of the maple / butter sauce in the bottom layer 3 of the biscuits in the bottom of the pan tear up one of the biscuits and fill in any open spaces with the pieces don't worry if any still remain , the ooze will fill those inches sprinkle half of the reserved bacon onto of the biscuits and top with about a 1 / 2 cup of the butter syrup mixture place the remaining biscuits on top , sprinkle the rest of the bacon over them and top with the remaining maple sauce transfer to oven and bake for 25-30 minutes remove and immediately turn over onto a serving dish",1063.2,34,126,155,74,21,bacon,0
68,bar  cheese,"velveeta cheese, mayonnaise, horseradish, tabasco sauce, worcestershire sauce",35,"in a large sauce pan over low heat , melt the velveeta add the jar of horseradish and mix allow this to heat on low for 15 minutes , stirring often add the mayo , worcestershire , and tabasco mix and allow to heat another 10 minutes , stirring often cool slightly and pour into 4 or 5 containers refrigerate serve on your choice of crackers",707.1,74,76,91,147,9,,1
69,bbq spray recipe    it really works,"red wine vinegar, lemon juice, water",5,"mix ingredients together and add to a clean spray bottle spray and ""wet"" your bbq meat seal the meat in a plastic bag and refrigerate at least 4 hours or overnight grill the meat over indirect heat according to your recipe , spraying every 15minutes during the cooking time remove meat from grill and serve",47.2,0,0,2,0,0,,1
70,berry french toast  oatmeal,"old fashioned oats, water, berries, ground flax seeds, sugar-free syrup, i can't believe it's not butter spread",12,"add 1 / 2 cup old-fashioned oats and 1 cup water into a large microwaveable bowl cook in microwave on 50% power for 6 minutes place frozen berries in small bowl and defrost in microwave until the juice from the berries is released add defrosted berries , sugar free syrup , butter spray , and flax seed together and stir well enjoy !",190.9,13,8,2,0,9,,1
71,big mac  meatloaf,"ground beef, eggs, cracker, thousand island dressing, pickle, onion, salt and pepper, cheddar cheese",60,"combine all ingredients except for cheese mix well take approximately 1 / 2 of meat mix and flatten it out on a sheet of wax paper , sprinkle cheese on top take one end of meat and roll to other end like a jelly roll place in a cake pan of sorts repeat with remaining 1 / 2 of meat if you like a type of crust on meat loaf , i crush a few crackers add salad dressing and a bit of cheese spread it on top of the meatloaves bake at 350f for about 45 minutes",261.7,45,27,0,3,0,beef,0
72,burek  or feta cheese  phyllo pie,"phyllo dough, eggs, milk, feta, oil, cottage cheese",65,"first - let me explain the feta we have an italian market that sells fresh fruits and veggies etc and they have a fresh cheese section i always buy a block of french feta cheese i use half for this recipe and the rest for omelets etc you can use the prepacked feta but if you want the full experience you'll need a lot also , you may use other variety of feta the french is very salty which is why i add cottage cheese it kind of balances out the saltiness abit you just need 1 package of phyllo mine says 32 oz , buy the long box not the country preheat oven to 350f in large mixing bowl beat eggs , add 2 cups milk and mix well take your block of feta and cut in half use one 1 / 2 and refrigerate the other crumble the feta into the egg mix and add cottage cheese make sure you have nice chunks mix well , the mixture should be thick and very lumpy if too thick add more milk take a large deep baking dish sprinkle oil on bottom only lay one sheet phyllo and drizzle with oil , continue until you have 4 sheets when you add the last sheet place your hand flat on the phyllo sheets and gently gather , without tearing by pulling the sides slightly toward center :) use 1 full ladle of the egg / feta mixture onto the layer , you don't need to cover all the phyllo just don't leave the feta in one spot distribute layer another phyllo sheet and sprinkle with oil layer another sheet of phyllo and again crumple the center then sprinkle the oil one ladle of the egg / feta mix continue in this pattern if you see that you have alot of the egg / feta mix left you can start to add more than the 1 ladle your last layer should be 3-4 layers of phyllo don't sprinkle with oil yet take a soup spoon and with the handle , tuck in the sides now sprinkle with oil bake for about 30-40 minutes or until the top is puffed and nicely browned your kitchen with smell wonderful the burek will puff high off the top of the pan but once cooled will drop you must cool completely or you will nto be able to cut with out it falling apart it's moist and a bit salty and goes great with a nice cold beer ! you can serve as main meal with salad or as appetizer",428.1,37,29,11,40,14,,1
73,california roll   salad,"white rice, seasoned rice vinegar, lettuce, cucumber, avocado, imitation crabmeat, soy sauce, pickled ginger",12,"prepare rice according to directions pour rice into medium bowl and toss with 1 tbsp vinegar set aside thinly slice cucumber and avacado break up crabmeat into chunks mix lettuce leaves with seasoned rice , cucumber , avocado slices and crabmeat in separate cup , mix together soy sauce and remaining 2 tbl of seasoned rice vinegar drizzle this dressing over salad , and add pickled ginger on top of salad",455.7,34,13,38,72,26,"crab, meat",0
74,cheeeezy  potatoes,"frozen southern style hash brown potatoes, sour cream, cream of mushroom soup, cheddar cheese, poppy seed",65,"in a very large mixing bowl , mix sour cream and soup together add potatoes add in 1 cup of shredded cheese add in poppy seeds mix all together pour into 9 x 13 baking pan top with remaining cheese bake at 350f for 1 hour",212.9,15,22,5,16,4,,1
75,cheesy  tuna casserole,"kraft macaroni and cheese, onion, green bell pepper, celery, butter, cream of celery soup, tuna, mushrooms",45,"heat oven to 350f prepare mac and cheese as directed on the package , except using 3 / 4 cup milk cook onion , green or red pepper and celery in butter until tender add to the prepared mac and cheese the remaining ingredients mix well pour into a 1 1 / 2-quart casserole bake 30 minutes garnish with pepper rings if desired",383.1,43,20,30,44,14,tuna,0
76,crab  noodle bowl,"stir fry vegetables, imitation crabmeat, ramen noodles, water, teriyaki marinade",7,"in large non-stick pan , cook veggies on medium heat covered for about 3 minutes mix 1 packet of seasoning with water add water , ramen and crab to veggies and stir continuously until noodles are soft and most of water is absorbed pour over marinade heat through and serve",402.9,42,17,18,124,18,"crab, meat",0
77,cream  of mushroom soup,"mushrooms, margarine, garlic cloves, dry-roasted cashews, water, vegetable bouillon cubes, parsley, chili powder, nutmeg",40,"in a 4 quart pot , saut the mushrooms in butter till tender add garlic saut on low heat 5 minutes in a blender , pure the cashews with the water until very smooth add to the mushrooms add the bouillon and cook on low heat , stirring frequently , until the soup begins to thicken add parsley and nutmeg serve",473.2,28,59,23,7,8,,1
78,creamsicle  smoothie,"mangoes, oranges, vanilla bean, strawberries, ice cubes",15,"peel mangoes and remove as much flesh around pit as you can peel oranges if you have a good blender , don't worry about the orange seeds , they'll get blended up just fine , as well as the vanilla bean put all ingredients in blender , blend to desired consistency and consume ! makes 3 large servings",248.7,5,1,216,0,21,,1
79,creamy   vegan potato leek soup,"olive oil, leeks, garlic cloves, russet potatoes, vegetable broth, white beans, fresh rosemary, salt and pepper",40,"heat olive oil in a 4-quart pot sautee the sliced leeks about 5 minutes or until slightly tender add garlic and sautee another minute or so add potatoes and broth bring to a boil reduce heat to medium and simmer 20 minutes or until potatoes and leeks are quite tender add beans , rosemary , salt , and pepper , and more broth , if necessary puree until smooth , using an immersion blender or in small batches in a regular blender if necessary , return to heat until warm enough sprinkle with soy cheese , if desired",183.0,13,3,10,0,11,,1
80,denauseating  with ginger tea,"water, ginger, tea bag, honey, milk",10,"bring water to boil with crushed ginger in it let it simmer for 5-7 minutes on medium heat strain and pour in the cup / mug , add tea bag and stir honey you can add a dash of milk if you want it is very good to sip anyway",13.7,0,0,11,0,1,,1
81,drunken  pork chops,"pork chops, olive oil, onion, fennel seeds, paprika, dry white wine, chicken broth, fresh lemon juice",30,"season pork with salt and pepper heat oil in heavy large skillet over medium-high heat add pork saut until brown and just cooked through , about 5 minutes per side transfer pork to plate tent with foil to keep warm add onion and fennel seeds to same skillet and saut until onion is tender , about 5 minutes mix in paprika stir 15 seconds add wine , broth and lemon juice and boil until sauce thickens slightly , scraping up browned bits , about 5 minutes season sauce to taste with salt and pepper spoon sauce over pork chops and serve",300.5,47,27,6,6,1,"chicken, pork",0
